title,artist,artist_bio,artist_birth_year,artist_death_year,num_artists,n_female_artists,n_male_artists,artist_gender,year_acquired,year_created,circumference_cm,depth_cm,diameter_cm,height_cm,length_cm,width_cm,seat_height_cm,purchase,gift,exchange,classification,department
Pomegranate,Pamela Bianco,"(American, born England. 1906–1994)",1906,1994,1,1,0,Female,1961,1957,NA,NA,NA,76.3,NA,60.9,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
The Ohio Gang,R. B. Kitaj,"(American, 1932–2007)",1932,2007,1,0,1,Male,1965,1964,NA,NA,NA,183.1,NA,183.5,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Mao,Sigmar Polke,"(German, 1941–2010)",1941,2010,1,0,1,Male,1982,1972,NA,NA,NA,362.5857251715,NA,311.1506223012,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
The Unity of Life and Death,Otto Freundlich,"(German, 1878–1943)",1878,1943,1,0,1,Male,1990,1936,NA,NA,NA,118.1,NA,90.2,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Gourds,Seiji Chokai,"(Japanese, 1902–1972)",1902,1972,1,0,1,Male,1958,1950,NA,NA,NA,65.1,NA,53.4,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
The Open Scene,Jane Wilson,"(American, 1924–2015)",1924,2015,1,1,0,Female,1960,1960,NA,NA,NA,153.3,NA,203.1,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Broken Blossom,Gandy Brodie,"(American, 1925–1975)",1925,1975,1,0,1,Male,1961,1960,NA,NA,NA,65.1,NA,92.3,NA,TRUE,FALSE,TRUE,Painting,Painting & Sculpture
Tragic Space,Karel Appel,"(Dutch, 1921–2006)",1921,2006,1,0,1,Male,1975,1959,NA,NA,NA,114.6,NA,150.2,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Dis Pair,Elizabeth Murray,"(American, 1940–2007)",1940,2007,1,1,0,Female,1990,1989,NA,NA,NA,311.1,NA,328.3,NA,TRUE,TRUE,FALSE,Painting,Painting & Sculpture
Figure,André Masson,"(French, 1896–1987)",1896,1987,1,0,1,Male,1973,1926,NA,NA,NA,46.1,NA,26.9,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Napalm Elegy TA 3,Rudolf Baranik,"(American, 1920–1998)",1920,1998,1,0,1,Male,1975,1973,NA,NA,NA,121.9,NA,121.3,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
The Evil Genius of a King,Giorgio de Chirico,"(Italian, born Greece. 1888–1978)",1888,1978,1,0,1,Male,1936,1914,NA,NA,NA,61,NA,50.2,NA,TRUE,FALSE,FALSE,Painting,Painting & Sculpture
Separate Objects,Zbigniew Makowski,"(Polish, born 1930)",1930,NA,1,0,1,Male,1965,1963,NA,NA,NA,81.3,NA,100,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Flowing Phalanx,Francis Celentano,"(American, born 1928)",1928,NA,1,0,1,Male,1966,1965,NA,NA,NA,86.5,NA,117.1,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Cienfuegos,Gastone Novelli,"(Italian, 1925–1968)",1925,1968,1,0,1,Male,1973,1968,NA,NA,NA,351.1,NA,201.2,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
"The Adieu, III",Ger van Elk,"(Dutch, 1941–2014)",1941,2014,1,0,1,Male,1975,1974,NA,4.4,NA,99.2,NA,92.3,NA,TRUE,FALSE,FALSE,Painting,Painting & Sculpture
Non-Objective Painting,Aleksandr Rodchenko,"(Russian, 1891–1956)",1891,1956,1,0,1,Male,1936,1919,NA,NA,NA,84.5,NA,71.1,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
The Silent Valley of Sunrise,Romare Bearden,"(American, 1911–1988)",1911,1988,1,0,1,Male,1960,1959,NA,NA,NA,147.5,NA,106.5,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Red Form on Red Background,Horia Damian,"(French, born Romania 1922)",1922,NA,1,0,1,Male,1961,1960,NA,NA,NA,145.9,NA,129.8,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Iron Bridges at Asnières,Émile Bernard,"(French, 1868–1941)",1868,1941,1,0,1,Male,1962,1887,NA,NA,NA,45.9,NA,54.2,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Duplex,Oli Sihvonen,"(American, 1921–1991)",1921,1991,1,0,1,Male,1965,1963,NA,NA,NA,142.4,NA,132,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Untitled,Arnold Schmidt,"(American, 1930–1993)",1930,1993,1,0,1,Male,1966,1965,NA,NA,NA,122.1,NA,244.1,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Willemite's Vision,Jules Olitski,"(American, born Russia.1922–2007)",1922,2007,1,0,1,Male,1973,1972,NA,NA,NA,250.2,NA,531.1,NA,FALSE,FALSE,TRUE,Painting,Painting & Sculpture
Leonardo's Lady,Audrey Flack,"(American, born 1931)",1931,NA,1,1,0,Female,1975,1974,NA,NA,NA,188,NA,203.2,NA,TRUE,FALSE,FALSE,Painting,Painting & Sculpture
Non-Objective Painting no. 80 (Black on Black),Aleksandr Rodchenko,"(Russian, 1891–1956)",1891,1956,1,0,1,Male,1936,1918,NA,NA,NA,81.9,NA,79.4,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Agony,Jorge Damiani,"(Uruguayan, born Italy 1931)",1931,NA,1,0,1,Male,1958,1956,NA,NA,NA,194.3,NA,120,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Joë Bousquet in Bed,Jean Dubuffet,"(French, 1901–1985)",1901,1985,1,0,1,Male,1961,1947,NA,NA,NA,146.3,NA,114,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
When to Relax?,Roland Dorcély,"(Haitian, born 1930)",1930,NA,1,0,1,Male,1958,1958,NA,NA,NA,91.5,NA,125,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Business Prospers,Jean Dubuffet,"(French, 1901–1985)",1901,1985,1,0,1,Male,1962,1961,NA,NA,NA,165.1,NA,220,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
"Number 2, 1964",Walter Zehringer,"(German, born 1940)",1940,NA,1,0,1,Male,1965,1964,NA,3.9,NA,80.1,NA,80.1,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
The World Is a Story (Mundus est Fabula),Max Ernst,"(French and American, born Germany. 1891–1976)",1891,1976,1,0,1,Male,1961,1959,NA,NA,NA,130.1,NA,162.5,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Studio with Plaster Head,Pablo Picasso,"(Spanish, 1881–1973)",1881,1973,1,0,1,Male,1964,1925,NA,NA,NA,97.9,NA,131.1,NA,TRUE,FALSE,FALSE,Painting,Painting & Sculpture
Folded,Robyn Denny,"(British, 1930–2014)",1930,2014,1,0,1,Male,1966,1965,NA,NA,NA,213,NA,182.8,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Woman with Three Hairs Surrounded by Birds in the Night,Joan Miró,"(Spanish, 1893–1983)",1893,1983,1,0,1,Male,1973,1972,NA,NA,NA,243.5,NA,168.9,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
View of Notre Dame,Henri Matisse,"(French, 1869–1954)",1869,1954,1,0,1,Male,1975,1914,NA,NA,NA,147.3,NA,94.3,NA,FALSE,FALSE,TRUE,Painting,Painting & Sculpture
Clockwork in the Sky,Alfred Jensen,"(American, born Guatemala of Danish parents. 1903–1981)",1903,1981,1,0,1,Male,1960,1959,NA,NA,NA,182.7,NA,117,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
"Torso, III",Leon Golub,"(American, 1922–2004)",1922,2004,1,0,1,Male,1961,1960,NA,NA,NA,160.2,NA,99.6,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
The Red Baron,Nicholas Krushenick,"(American, 1929–1999)",1929,1999,1,0,1,Male,1967,1967,NA,NA,NA,244.2,NA,191.1,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
In Black and White No. 2 (Africa),Robert Motherwell,"(American, 1915–1991)",1915,1991,1,0,1,Male,1984,1975,NA,NA,NA,183.3,NA,408.9,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Still Life and Landscape,Agustín Fernández,"(Cuban, 1928–2006)",1928,2006,1,0,1,Male,1958,1956,NA,NA,NA,122,NA,140,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
King Solomon's Ring,Ahmed Yacoubi,"(Moroccan and American, 1928–1985)",1928,1985,1,0,1,Male,1966,1963,NA,NA,NA,73,NA,59.6,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
"""#1 - 1966""",Peter Young,"(American, born 1940)",1940,NA,1,0,1,Male,1975,1966,NA,NA,NA,107,NA,296.1,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Atoll Sun,Kenneth Noland,"(American, 1924–2010)",1924,2010,1,0,1,Male,1984,1968,NA,NA,NA,228.5,NA,731,NA,TRUE,TRUE,FALSE,Painting,Painting & Sculpture
The World Cow,Franz Marc,"(German, 1880–1916)",1880,1916,1,0,1,Male,1988,1913,NA,NA,NA,70.8,NA,141.3,NA,FALSE,TRUE,TRUE,Painting,Painting & Sculpture
Sawtooth Falls,Arnold Friedman,"(American, 1879–1946)",1879,1946,1,0,1,Male,1946,1945,NA,NA,NA,91.8,NA,75.9,NA,TRUE,TRUE,TRUE,Painting,Painting & Sculpture
The Baker's Dream,Zvi Gali,"(Israeli, 1924–1961)",1924,1961,1,0,1,Male,1958,1956,NA,NA,NA,133.6,NA,44.4,NA,TRUE,FALSE,FALSE,Painting,Painting & Sculpture
Simultaneous Contrasts,James Henry Daugherty,"(American, 1889–1974)",1889,1974,1,0,1,Male,1969,1918,NA,NA,NA,90.8,NA,102.6,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Icebox Number 9,Peter Saul,"(American, born 1934)",1934,NA,1,0,1,Male,1999,1963,NA,NA,NA,159.7,NA,190.5,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Don't Cry Mother,Philip Evergood,"(American, 1901–1973)",1901,1973,1,0,1,Male,1944,1938,NA,NA,NA,66,NA,45.7,NA,TRUE,FALSE,FALSE,Painting,Painting & Sculpture
Painting,Pierre Soulages,"(French, born 1919)",1919,NA,1,0,1,Male,1984,1948,NA,NA,NA,193.4,NA,129.1,NA,FALSE,FALSE,TRUE,Painting,Painting & Sculpture
Glorious Techniculture,Richard Hamilton,"(British, 1922–2011)",1922,2011,1,0,1,Male,1999,1961,NA,2.5,NA,122.9,NA,122.9,NA,FALSE,FALSE,TRUE,Painting,Painting & Sculpture
Why Did He Do It?,Jim Nutt,"(American, born 1938)",1938,NA,1,0,1,Male,1999,1967,NA,4.1,NA,154.3,NA,93.7,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
"Egg Beater, V",Stuart Davis,"(American, 1892–1964)",1892,1964,1,0,1,Male,1945,1930,NA,NA,NA,127.3,NA,81.9,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Men Taking Banana Beer to Bridge by Night,Sam Joseph Ntiro,"(Tanzanian, 1923–1993)",1923,1993,1,0,1,Male,1960,1956,NA,NA,NA,40.9,NA,50.8,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
"Essential Surface, Eye",Octave Landuyt,"(Belgian, born 1922)",1922,NA,1,0,1,Male,1961,1960,NA,NA,NA,130.5,NA,160.3,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Cut Meringues,Wayne Thiebaud,"(American, born 1920)",1920,NA,1,0,1,Male,1962,1961,NA,NA,NA,40.6,NA,50.6,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Bookworms Harvest,Robert Rauschenberg,"(American, 1925–2008)",1925,2008,1,0,1,Male,1999,1998,NA,NA,NA,247.6,NA,154.9,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Studio V,Georges Braque,"(French, 1882–1963)",1882,1963,1,0,1,Male,2e3,1949,NA,NA,NA,147.0028,NA,176.5304,NA,FALSE,FALSE,TRUE,Painting,Painting & Sculpture
"Pottery, Number 9",Evert Lundquist,"(Swedish, 1904–1994)",1904,1994,1,0,1,Male,1961,1949,NA,NA,NA,117,NA,105,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Untitled (Asheville Citizen),Robert Rauschenberg,"(American, 1925–2008)",1925,2008,1,0,1,Male,1999,1952,NA,NA,NA,188,NA,72.4,NA,TRUE,FALSE,FALSE,Painting,Painting & Sculpture
Girl with Bare Shoulders,Gwen John,"(British, 1876–1939)",1876,1939,1,1,0,Female,1958,1909,NA,NA,NA,43.4,NA,26,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
"Explorers, Burke and Wills",Albert Tucker,"(Australian, 1914–1999)",1914,1999,1,0,1,Male,1960,1960,NA,NA,NA,122.1,NA,156.1,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
The Piano Lesson,Henri Matisse,"(French, 1869–1954)",1869,1954,1,0,1,Male,1946,1916,NA,NA,NA,245.1,NA,212.7,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
"Painting, 1",Frans Krajcberg,"(Brazilian, born Poland. 1921–2017)",1921,2017,1,0,1,Male,1958,1957,NA,NA,NA,91.6,NA,73,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
"Port-en-Bessin, Entrance to the Harbor",Georges-Pierre Seurat,"(French, 1859–1891)",1859,1891,1,0,1,Male,1934,1888,NA,NA,NA,54.9,NA,65.1,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Celadon,Gregory Amenoff,"(American, born 1948)",1948,NA,1,0,1,Male,1985,1985,NA,NA,NA,254.3,NA,254.2,NA,TRUE,FALSE,FALSE,Painting,Painting & Sculpture
Michelle,Malcolm Morley,"(American, born Great Britain 1931)",1931,NA,1,0,1,Male,1995,1992,NA,NA,NA,202.6,NA,265.5,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Country Fair,Pierre Roy,"(French, 1880–1950)",1880,1950,1,0,1,Male,1940,1930,NA,NA,NA,41,NA,33,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Poplars,André Derain,"(French, 1880–1954)",1880,1954,1,0,1,Male,1947,1900,NA,NA,NA,41.3,NA,32.7,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Purification by Fire,Octave Landuyt,"(Belgian, born 1922)",1922,NA,1,0,1,Male,1958,1957,NA,NA,NA,121.7,NA,91,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Giving Birth Astride a Grave,Frank Bowling,"(Guyanese, born 1936)",1936,NA,1,0,1,Male,1974,1973,NA,NA,NA,183.5,NA,122.7,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
The Bodyguard,Bruno Ceccobelli,"(Italian, born 1952)",1952,NA,1,0,1,Male,1985,1982,NA,51.3,NA,350.6,NA,231.8,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Before and After,Andy Warhol,"(American, 1928–1987)",1928,1987,1,0,1,Male,1995,1961,NA,NA,NA,137.2,NA,177.5,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Horned Forms,Graham Sutherland,"(British, 1903–1980)",1903,1980,1,0,1,Male,1946,1944,NA,NA,NA,99.7,NA,80.9,NA,FALSE,FALSE,TRUE,Painting,Painting & Sculpture
St. Elmo's Fire,Enrico Donati,"(American, born Italy. 1909–2008)",1909,2008,1,0,1,Male,1947,1944,NA,NA,NA,92.7,NA,72.4,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
"Léautaud, Redskin-Sorcerer",Jean Dubuffet,"(French, 1901–1985)",1901,1985,1,0,1,Male,1985,1946,NA,NA,NA,92.1,NA,73,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
"Venice, I",Ernest Fiene,"(American, born Germany. 1894–1965)",1894,1965,1,0,1,Male,1940,1932,NA,NA,NA,19.7,NA,28.6,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
The Dessert,Milton Avery,"(American, 1885–1965)",1885,1965,1,0,1,Male,1951,1939,NA,NA,NA,71.4,NA,91.8,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Icarus Descended,Richard Lytle,"(American, born 1935)",1935,NA,1,0,1,Male,1958,1958,NA,NA,NA,158.4,NA,178.3,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
The Glory of the Kings,Erol (Erol Akyavas),"(Turkish, 1932–1999)",1932,1999,1,0,1,Male,1961,1959,NA,NA,NA,121.8,NA,214,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Live's,"Gilbert & George, Gilbert Proesch, George Passmore","(British) (British, born Italy 1943) (British, born 1942)",NA,NA,3,0,3,NA,1985,1984,NA,NA,NA,242.7,NA,353,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Still Life with Flowers,Juan Gris,"(Spanish, 1887–1927)",1887,1927,1,0,1,Male,1947,1912,NA,NA,NA,112.1,NA,70.2,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Them and Us,Neil Jenney,"(American, born 1945)",1945,NA,1,0,1,Male,1985,1969,NA,8.9,NA,154.9,NA,342.9,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Grapes,Juan Gris,"(Spanish, 1887–1927)",1887,1927,1,0,1,Male,1947,1913,NA,NA,NA,92.1,NA,60,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Lucky Strike,Stuart Davis,"(American, 1892–1964)",1892,1964,1,0,1,Male,1951,1921,NA,NA,NA,84.5,NA,45.7,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
"New Moon, New York",George Ault,"(American, 1891–1948)",1891,1948,1,0,1,Male,1957,1945,NA,NA,NA,71.1,NA,50.8,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
"Elegy to the Spanish Republic, 54",Robert Motherwell,"(American, 1915–1991)",1915,1991,1,0,1,Male,1961,1957,NA,NA,NA,178,NA,229,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Alkahest E,Gary Stephan,"(American, born 1942)",1942,NA,1,0,1,Male,1974,1973,NA,NA,NA,144.8,NA,234.2,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
The False Mirror,René Magritte,"(Belgian, 1898–1967)",1898,1967,1,0,1,Male,1937,1929,NA,NA,NA,54,NA,80.9,NA,TRUE,FALSE,FALSE,Painting,Painting & Sculpture
The Passing Scene,Jack Levine,"(American, 1915–2010)",1915,2010,1,0,1,Male,1942,1941,NA,NA,NA,121.9,NA,75.6,NA,TRUE,FALSE,FALSE,Painting,Painting & Sculpture
"Aspiration, Op. 145",Thomas Wilfred,"(American, born Denmark. 1889–1968)",1889,1968,1,0,1,Male,1961,1955,NA,NA,NA,48.9,NA,38.1,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
"Cloth Octagonal, 2",Richard Tuttle,"(American, born 1941)",1941,NA,1,0,1,Male,1974,1967,NA,NA,NA,145.2,NA,136.5,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Four Color Frame Painting Number 11,Robert Mangold,"(American, born 1937)",1937,NA,1,0,1,Male,1985,1985,NA,NA,NA,240.8,NA,175.7,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Forms and Red,A. E. Gallatin,"(American, 1881–1952)",1881,1952,1,0,1,Male,1951,1949,NA,NA,NA,76.2,NA,58.4,NA,TRUE,FALSE,TRUE,Painting,Painting & Sculpture
Composition 9,Manolo Millares,"(Spanish, 1926–1972)",1926,1972,1,0,1,Male,1958,1957,NA,NA,NA,70.2,NA,135.3,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Attendant,Robert Ryman,"(American, born 1930)",1930,NA,1,0,1,Male,1985,1984,NA,5.4,NA,131.8,NA,119.4,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Rhythm of a Russian Dance,Theo van Doesburg (Christian Emil Marie Küpper),"(Dutch, 1883–1931)",1883,1931,1,0,1,Male,1946,1918,NA,NA,NA,135.9,NA,61.6,NA,FALSE,FALSE,TRUE,Painting,Painting & Sculpture
Untitled,Robert Ryman,"(American, born 1930)",1930,NA,1,0,1,Male,1985,1961,NA,NA,NA,27.3,NA,26.1,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Christmas Eve,John Atherton,"(American, 1900–1952)",1900,1952,1,0,1,Male,1942,1941,NA,NA,NA,76.8,NA,88.9,NA,TRUE,FALSE,FALSE,Painting,Painting & Sculpture
The Double Dream of Spring,Giorgio de Chirico,"(Italian, born Greece. 1888–1978)",1888,1978,1,0,1,Male,1957,1915,NA,NA,NA,56.2,NA,54.3,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Untitled,Claude Viallat,"(French, born 1936)",1936,NA,1,0,1,Male,1985,1979,NA,NA,NA,347.3,NA,182.9,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Natural History: Form within Rock,Charles Seliger,"(American, 1926–2009)",1926,2009,1,0,1,Male,1947,1946,NA,NA,NA,63.5,NA,76.2,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
The Pool,Larry Rivers,"(American, 1923–2002)",1923,2002,1,0,1,Male,1958,1956,NA,NA,NA,262.5,NA,235.2,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Kerby (After Hogarth) Useful Knowledge,David Hockney,"(British, born 1937)",1937,NA,1,0,1,Male,1977,1975,NA,NA,NA,182.9,NA,152.7,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
The Skaters,Jewett Campbell,"(American, 1912–1999)",1912,1999,1,0,1,Male,1942,1940,NA,NA,NA,43.2,NA,35.6,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Giorgione Book,Karl Knaths,"(American, 1891–1971)",1891,1971,1,0,1,Male,1944,1941,NA,NA,NA,101.6,NA,50.8,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Red Sheep,Irving Kriesberg,"(American, 1919–2009)",1919,2009,1,0,1,Male,1951,1951,NA,NA,NA,121.9,NA,106.7,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Woman Carrying Grasses,Patrick Scott,"(Irish, 1921–2014)",1921,2014,1,0,1,Male,1958,1958,NA,NA,NA,50.8,NA,38.1,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
"Interior, Mother and Sister of the Artist",Édouard Vuillard,"(French, 1868–1940)",1868,1940,1,0,1,Male,1934,1893,NA,NA,NA,46.3,NA,56.5,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Big Julie,Fernand Léger,"(French, 1881–1955)",1881,1955,1,0,1,Male,1945,1945,NA,NA,NA,111.8,NA,127.3,NA,FALSE,FALSE,TRUE,Painting,Painting & Sculpture
Red and Blue Disks,František Kupka,"(Czech, 1871–1957)",1871,1957,1,0,1,Male,1951,1911,NA,NA,NA,100,NA,73,NA,TRUE,FALSE,FALSE,Painting,Painting & Sculpture
Man,Ben Shahn,"(American, born Lithuania. 1898–1969)",1898,1969,1,0,1,Male,1958,1946,NA,NA,NA,58.1,NA,41.6,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Danger on the Stairs,Pierre Roy,"(French, 1880–1950)",1880,1950,1,0,1,Male,1935,1927,NA,NA,NA,91.4,NA,60,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
"Abraham Lincoln, the Great Emancipator, Pardons the Sentry",Horace Pippin,"(American, 1888–1946)",1888,1946,1,0,1,Male,1977,1942,NA,NA,NA,60.9,NA,76.2,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Madame Derain in Green,André Derain,"(French, 1880–1954)",1880,1954,1,0,1,Male,1942,1907,NA,NA,NA,73,NA,60,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Abstract Painting,Ad Reinhardt,"(American, 1913–1967)",1913,1967,1,0,1,Male,1977,1963,NA,NA,NA,152.4,NA,152.4,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Farmhouse Window and Door,Georgia O'Keeffe,"(American, 1887–1986)",1887,1986,1,1,0,Female,1945,1929,NA,NA,NA,101.6,NA,76.2,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Chain Reaction,Knud Merrild,"(American, born Denmark.1894–1954)",1894,1954,1,0,1,Male,1951,1947,NA,NA,NA,44.5,NA,34.3,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Axes,Susan Rothenberg,"(American, born 1945)",1945,NA,1,1,0,Female,1977,1976,NA,NA,NA,164.2,NA,266.4,NA,TRUE,FALSE,FALSE,Painting,Painting & Sculpture
Bucks County Barn,Charles Sheeler,"(American, 1883–1965)",1883,1965,1,0,1,Male,1935,1932,NA,NA,NA,60.6,NA,75.9,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Boots,Marsden Hartley,"(American, 1877–1943)",1877,1943,1,0,1,Male,1942,1941,NA,NA,NA,71.4,NA,56.5,NA,TRUE,FALSE,FALSE,Painting,Painting & Sculpture
I and the Village,Marc Chagall,"(French, born Belarus. 1887–1985)",1887,1985,1,0,1,Male,1945,1911,NA,NA,NA,192.1,NA,151.4,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Mystical Crucifixion,Heinrich Campendonk,"(German, 1889–1957)",1889,1957,1,0,1,Male,1953,1926,NA,NA,NA,44.5,NA,38.1,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Still Life with Liqueur Bottle,Pablo Picasso,"(Spanish, 1881–1973)",1881,1973,1,0,1,Male,1951,1909,NA,NA,NA,81.6,NA,65.4,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
"""Ex Act""",John Covert,"(American, 1882–1960)",1882,1960,1,0,1,Male,1953,1919,NA,NA,NA,59,NA,64.1,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Landscape,Marcel Duchamp,"(American, born France. 1887–1968)",1887,1968,1,0,1,Male,1953,1911,NA,NA,NA,46.3,NA,61.3,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Creavit Deus Hominem (Synchromy Number 3: Color Counterpoint),Morgan Russell,"(American, 1886–1953)",1886,1953,1,0,1,Male,1951,1913,NA,NA,NA,30.2,NA,26,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Section 4,Giuseppe Capogrossi,"(Italian, 1900–1972)",1900,1972,1,0,1,Male,1955,1953,NA,NA,NA,218.1,NA,98.1,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Cock Fight,René Vincent,"(Haitian, born 1911)",1911,NA,1,0,1,Male,1944,1940,NA,NA,NA,45.7,NA,66,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Grove Group I,Brice Marden,"(American, born 1938)",1938,NA,1,0,1,Male,1973,1972,NA,NA,NA,182.8,NA,274.5,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Goya Series: And,John Baldessari,"(American, born 1931)",1931,NA,1,0,1,Male,1998,1997,NA,NA,NA,190.5,NA,152.3,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Election Night,Jack Levine,"(American, 1915–2010)",1915,2010,1,0,1,Male,1955,1954,NA,NA,NA,160.3,NA,184.1,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Chatham VI: Red Blue,Ellsworth Kelly,"(American, 1923–2015)",1923,2015,1,0,1,Male,1998,1971,NA,NA,NA,290.8,NA,259.7,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
